Ref,Val,Package,PosX,PosY,Rot,Side
"Z0","EDI Logo","EDILogo",-197.643750,-80.168750,0.000000,bottom
"Z1","EDI Logo","haz",-138.176000,-110.998000,0.000000,bottom
